delta,lam,ell,a,m_det,class,margin
11,19|10|5|3|3|2|2,7,786,3005946,silent,3005160
11,19|10|4|4|4|2|1,7,869,1988472,silent,1987603
11,19|10|4|4|3|3|1,7,507,2057007,silent,2056500
11,19|10|4|4|3|2|2,7,727,2299235,silent,2298508
11,19|10|4|3|3|3|2,7,114,1221758,silent,1221644
11,19|10|3|3|3|3|3,7,3,126952,silent,126949
11,19|9|9|4|1|1|1,7,481,638090,silent,637609
11,19|9|9|3|2|1|1,7,820,1112534,silent,1111714
11,19|9|9|2|2|2|1,7,371,429607,silent,429236
11,19|9|8|5|1|1|1,7,935,1426650,silent,1425715
11,19|9|8|4|2|1|1,7,2400,3864536,silent,3862136
11,19|9|8|3|3|1|1,7,1274,2462861,silent,2461587
11,19|9|8|3|2|2|1,7,1795,3001657,silent,2999862
11,19|9|8|2|2|2|2,7,423,575205,silent,574782
11,19|9|7|6|1|1|1,7,806,1316830,silent,1316024
11,19|9|7|5|2|1|1,7,3109,5581603,silent,5578494
11,19|9|7|4|3|1|1,7,3339,7089248,silent,7085909
11,19|9|7|4|2|2|1,7,3501,6978035,silent,6974534
11,19|9|7|3|3|2|1,7,2097,5674520,silent,5672423
11,19|9|7|3|2|2|2,7,1208,2727684,silent,2726476
11,19|9|6|6|2|1|1,7,1411,2784271,silent,2782860
11,19|9|6|5|3|1|1,7,3157,7389131,silent,7385974
11,19|9|6|5|2|2|1,7,3055,6822550,silent,6819495
11,19|9|6|4|4|1|1,7,1972,4635766,silent,4633794
11,19|9|6|4|3|2|1,7,4298,12160829,silent,12156531
11,19|9|6|4|2|2|2,7,1839,4656054,silent,4654215
11,19|9|6|3|3|3|1,7,726,3633506,silent,3632780
11,19|9|6|3|3|2|2,7,1037,4236297,silent,4235260
11,19|9|5|5|4|1|1,7,1292,3263959,silent,3262667
11,19|9|5|5|3|2|1,7,2235,6976505,silent,6974270
11,19|9|5|5|2|2|2,7,781,2495024,silent,2494243
11,19|9|5|4|4|2|1,7,2030,5922828,silent,5920798
11,19|9|5|4|3|3|1,7,1298,5713295,silent,5711997
11,19|9|5|4|3|2|2,7,1554,6256943,silent,6255389
11,19|9|5|3|3|3|2,7,280,2625341,silent,2625061
11,19|9|4|4|4|3|1,7,545,1873563,silent,1873018
11,19|9|4|4|4|2|2,7,511,1684294,silent,1683783
11,19|9|4|4|3|3|2,7,297,2184701,silent,2184404
11,19|9|4|3|3|3|3,7,10,531858,silent,531848
11,19|8|8|6|1|1|1,7,344,630451,silent,630107
11,19|8|8|5|2|1|1,7,1316,2497379,silent,2496063
11,19|8|8|4|3|1|1,7,1374,3085134,silent,3083760
11,19|8|8|4|2|2|1,7,1493,3031819,silent,3030326
11,19|8|8|3|3|2|1,7,868,2432388,silent,2431520
11,19|8|8|3|2|2|2,7,522,1167847,silent,1167325
11,19|8|7|7|1|1|1,7,249,403561,silent,403312
11,19|8|7|6|2|1|1,7,1472,3028766,silent,3027294
11,19|8|7|5|3|1|1,7,2583,6373551,silent,6370968
11,19|8|7|5|2|2|1,7,2398,5834274,silent,5831876
11,19|8|7|4|4|1|1,7,1487,3748900,silent,3747413
11,19|8|7|4|3|2|1,7,3174,9661687,silent,9658513
11,19|8|7|4|2|2|2,7,1298,3659762,silent,3658464
11,19|8|7|3|3|3|1,7,550,2793245,silent,2792695
11,19|8|7|3|3|2|2,7,735,3240415,silent,3239680
11,19|8|6|6|3|1|1,7,1295,3562044,silent,3560749
11,19|8|6|6|2|2|1,7,1302,3195952,silent,3194650
11,19|8|6|5|4|1|1,7,1918,5475837,silent,5473919
11,19|8|6|5|3|2|1,7,3342,11305737,silent,11302395
11,19|8|6|5|2|2|2,7,1241,3981045,silent,3979804
11,19|8|6|4|4|2|1,7,2411,7777906,silent,7775495
11,19|8|6|4|3|3|1,7,1488,7270022,silent,7268534
11,19|8|6|4|3|2|2,7,1817,7900410,silent,7898593
11,19|8|6|3|3|3|2,7,300,3057033,silent,3056733
11,19|8|5|5|5|1|1,7,393,1232992,silent,1232599
11,19|8|5|5|4|2|1,7,1509,5782488,silent,5780979
11,19|8|5|5|3|3|1,7,906,4495858,silent,4494952
11,19|8|5|5|3|2|2,7,900,4755770,silent,4754870
11,19|8|5|4|4|3|1,7,1124,4827432,silent,4826308
11,19|8|5|4|4|2|2,7,969,4254481,silent,4253512
11,19|8|5|4|3|3|2,7,649,5162643,silent,5161994
11,19|8|5|3|3|3|3,7,37,980749,silent,980712
11,19|8|4|4|4|4|1,7,230,688528,silent,688298
11,19|8|4|4|4|3|2,7,341,1820254,silent,1819913
11,19|8|4|4|3|3|3,7,34,860783,silent,860749
11,19|7|7|7|2|1|1,7,257,540557,silent,540300
11,19|7|7|6|3|1|1,7,824,2244990,silent,2244166
11,19|7|7|6|2|2|1,7,713,1991865,silent,1991152
11,19|7|7|5|4|1|1,7,953,2813057,silent,2812104
11,19|7|7|5|3|2|1,7,1588,5719572,silent,5717984
11,19|7|7|5|2|2|2,7,526,1991062,silent,1990536
11,19|7|7|4|4|2|1,7,1054,3714681,silent,3713627
11,19|7|7|4|3|3|1,7,699,3437737,silent,3437038
11,19|7|7|4|3|2|2,7,773,3713628,silent,3712855
11,19|7|7|3|3|3|2,7,154,1402055,silent,1401901
11,19|7|6|6|4|1|1,7,651,2122360,silent,2121709
11,19|7|6|6|3|2|1,7,1101,4056802,silent,4055701
11,19|7|6|6|2|2|2,7,420,1382184,silent,1381764
11,19|7|6|5|5|1|1,7,456,1640337,silent,1639881
11,19|7|6|5|4|2|1,7,1765,7128361,silent,7126596
11,19|7|6|5|3|3|1,7,980,5381550,silent,5380570
11,19|7|6|5|3|2|2,7,1069,5659569,silent,5658500
11,19|7|6|4|4|3|1,7,1009,4722943,silent,4721934
11,19|7|6|4|4|2|2,7,866,4130339,silent,4129473
11,19|7|6|4|3|3|2,7,571,4869992,silent,4869421
11,19|7|6|3|3|3|3,7,27,853858,silent,853831
11,19|7|5|5|5|2|1,7,350,1831271,silent,1830921
11,19|7|5|5|4|3|1,7,712,3939946,silent,3939234
11,19|7|5|5|4|2|2,7,516,3352984,silent,3352468
11,19|7|5|5|3|3|2,7,380,3297052,silent,3296672
11,19|7|5|4|4|4|1,7,342,1466756,silent,1466414
11,19|7|5|4|4|3|2,7,546,3750707,silent,3750161
11,19|7|5|4|3|3|3,7,94,1647277,silent,1647183
11,19|7|4|4|4|4|2,7,154,622104,silent,621950
11,19|7|4|4|4|3|3,7,67,661773,silent,661706
11,19|6|6|6|5|1|1,7,105,452788,silent,452683
11,19|6|6|6|4|2|1,7,388,1571124,silent,1570736
11,19|6|6|6|3|3|1,7,170,1107826,silent,1107656
11,19|6|6|6|3|2|2,7,242,1155332,silent,1155090
11,19|6|6|5|5|2|1,7,255,1356077,silent,1355822
11,19|6|6|5|4|3|1,7,475,2736026,silent,2735551
11,19|6|6|5|4|2|2,7,402,2321046,silent,2320644
11,19|6|6|5|3|3|2,7,224,2216330,silent,2216106
11,19|6|6|4|4|4|1,7,198,834423,silent,834225
11,19|6|6|4|4|3|2,7,303,2099658,silent,2099355
11,19|6|6|4|3|3|3,7,37,893047,silent,893010
11,19|6|5|5|5|3|1,7,137,986653,silent,986516
11,19|6|5|5|5|2|2,7,71,780642,silent,780571
11,19|6|5|5|4|4|1,7,142,935610,silent,935468
11,19|6|5|5|4|3|2,7,239,2215373,silent,2215134
11,19|6|5|5|3|3|3,7,56,774940,silent,774884
11,19|6|5|4|4|4|2,7,161,946292,silent,946131
11,19|6|5|4|4|3|3,7,83,985475,silent,985392
11,19|6|4|4|4|4|3,7,52,234185,silent,234133
11,19|5|5|5|5|4|1,7,18,164853,silent,164835
11,19|5|5|5|5|3|2,7,27,310187,silent,310160
11,19|5|5|5|4|4|2,7,22,327641,silent,327619
11,19|5|5|5|4|3|3,7,29,323892,silent,323863
11,19|5|5|4|4|4|3,7,23,192620,silent,192597
11,19|5|4|4|4|4|4,7,12,28413,silent,28401
11,18|18|4|1|1|1|1,7,1,1282,silent,1281
11,18|18|3|2|1|1|1,7,2,2086,silent,2084
11,18|18|2|2|2|1|1,7,0,-1,a0,
11,18|17|5|1|1|1|1,7,3,5896,silent,5893
11,18|17|4|2|1|1|1,7,14,14286,silent,14272
11,18|17|3|3|1|1|1,7,11,8989,silent,8978
11,18|17|3|2|2|1|1,7,23,11113,silent,11090
11,18|17|2|2|2|2|1,7,14,2673,silent,2659
11,18|16|6|1|1|1|1,7,14,16741,silent,16727
11,18|16|5|2|1|1|1,7,60,53320,silent,53260
11,18|16|4|3|1|1|1,7,68,59583,silent,59515
11,18|16|4|2|2|1|1,7,96,59920,silent,59824
11,18|16|3|3|2|1|1,7,70,46801,silent,46731
11,18|16|3|2|2|2|1,7,75,27182,silent,27107
11,18|16|2|2|2|2|2,7,27,3778,silent,3751
11,18|15|7|1|1|1|1,7,26,34405,silent,34379
11,18|15|6|2|1|1|1,7,147,135709,silent,135562
11,18|15|5|3|1|1|1,7,234,214200,silent,213966
11,18|15|5|2|2|1|1,7,300,200823,silent,200523
11,18|15|4|4|1|1|1,7,106,110146,silent,110040
11,18|15|4|3|2|1|1,7,346,287918,silent,287572
11,18|15|4|2|2|2|1,7,259,131756,silent,131497
11,18|15|3|3|3|1|1,7,65,78352,silent,78287
11,18|15|3|3|2|2|1,7,138,108420,silent,108282
11,18|15|3|2|2|2|2,7,81,32226,silent,32145
11,18|14|8|1|1|1|1,7,49,53812,silent,53763
11,18|14|7|2|1|1|1,7,271,255592,silent,255321
11,18|14|6|3|1|1|1,7,513,515563,silent,515050
11,18|14|6|2|2|1|1,7,578,467615,silent,467037
11,18|14|5|4|1|1|1,7,454,473288,silent,472834
11,18|14|5|3|2|1|1,7,1008,962071,silent,961063
11,18|14|5|2|2|2|1,7,589,401899,silent,401310
11,18|14|4|4|2|1|1,7,506,539275,silent,538769
11,18|14|4|3|3|1|1,7,378,485779,silent,485401
11,18|14|4|3|2|2|1,7,659,630333,silent,629674
11,18|14|4|2|2|2|2,7,259,144653,silent,144394
11,18|14|3|3|3|2|1,7,113,217944,silent,217831
11,18|14|3|3|2|2|2,7,101,121303,silent,121202
11,18|13|9|1|1|1|1,7,52,63653,silent,63601
11,18|13|8|2|1|1|1,7,365,361650,silent,361285
11,18|13|7|3|1|1|1,7,835,900863,silent,900028
11,18|13|7|2|2|1|1,7,917,803631,silent,802714
11,18|13|6|4|1|1|1,7,969,1149721,silent,1148752
11,18|13|6|3|2|1|1,7,1921,2142713,silent,2140792
11,18|13|6|2|2|2|1,7,1024,859631,silent,858607
11,18|13|5|5|1|1|1,7,487,553604,silent,553117
11,18|13|5|4|2|1|1,7,1810,2168121,silent,2166311
11,18|13|5|3|3|1|1,7,1045,1557347,silent,1556302
11,18|13|5|3|2|2|1,7,1630,1952740,silent,1951110
11,18|13|5|2|2|2|2,7,463,403343,silent,402880
11,18|13|4|4|3|1|1,7,724,1096140,silent,1095416
11,18|13|4|4|2|2|1,7,940,1148119,silent,1147179
11,18|13|4|3|3|2|1,7,654,1285032,silent,1284378
11,18|13|4|3|2|2|2,7,507,663166,silent,662659
11,18|13|3|3|3|3|1,7,38,204853,silent,204815
11,18|13|3|3|3|2|2,7,70,250449,silent,250379
11,18|12|10|1|1|1|1,7,49,53064,silent,53015
11,18|12|9|2|1|1|1,7,366,374547,silent,374181
11,18|12|8|3|1|1|1,7,1003,1147063,silent,1146060
11,18|12|8|2|2|1|1,7,1016,1013155,silent,1012139
11,18|12|7|4|1|1|1,7,1493,1897027,silent,1895534
11,18|12|7|3|2|1|1,7,2741,3392814,silent,3390073
11,18|12|7|2|2|2|1,7,1338,1330486,silent,1329148
11,18|12|6|5|1|1|1,7,1171,1590259,silent,1589088
11,18|12|6|4|2|1|1,7,3435,4847790,silent,4844355
11,18|12|6|3|3|1|1,7,1936,3231664,silent,3229728
11,18|12|6|3|2|2|1,7,2827,3985521,silent,3982694
11,18|12|6|2|2|2|2,7,761,788792,silent,788031
11,18|12|5|5|2|1|1,7,1692,2429029,silent,2427337
11,18|12|5|4|3|1|1,7,2415,4216637,silent,4214222
11,18|12|5|4|2|2|1,7,2715,4253689,silent,4250974
11,18|12|5|3|3|2|1,7,1704,3824112,silent,3822408
11,18|12|5|3|2|2|2,7,1081,1891390,silent,1890309
11,18|12|4|4|4|1|1,7,512,950250,silent,949738
11,18|12|4|4|3|2|1,7,1335,2817939,silent,2816604
11,18|12|4|4|2|2|2,7,714,1146733,silent,1146019
11,18|12|4|3|3|3|1,7,263,1159086,silent,1158823
11,18|12|4|3|3|2|2,7,407,1381969,silent,1381562
11,18|12|3|3|3|3|2,7,24,288309,silent,288285
11,18|11|11|1|1|1|1,7,14,20788,silent,20774
11,18|11|10|2|1|1|1,7,229,242519,silent,242290
11,18|11|9|3|1|1|1,7,833,1002793,silent,1001960
11,18|11|9|2|2|1|1,7,871,881751,silent,880880
11,18|11|8|4|1|1|1,7,1580,2152248,silent,2150668
11,18|11|8|3|2|1|1,7,2802,3771624,silent,3768822
11,18|11|8|2|2|2|1,7,1316,1462152,silent,1460836
11,18|11|7|5|1|1|1,7,1760,2564023,silent,2562263
11,18|11|7|4|2|1|1,7,4638,7140943,silent,7136305
11,18|11|7|3|3|1|1,7,2474,4599677,silent,4597203
11,18|11|7|3|2|2|1,7,3489,5615656,silent,5612167
11,18|11|7|2|2|2|2,7,805,1080493,silent,1079688
11,18|11|6|6|1|1|1,7,717,1182826,silent,1182109
11,18|11|6|5|2|1|1,7,3742,6359095,silent,6355353
11,18|11|6|4|3|1|1,7,4328,8685311,silent,8680983
11,18|11|6|4|2|2|1,7,4707,8612851,silent,8608144
11,18|11|6|3|3|2|1,7,2849,7191195,silent,7188346
11,18|11|6|3|2|2|2,7,1716,3485938,silent,3484222
11,18|11|5|5|3|1|1,7,2269,4736524,silent,4734255
11,18|11|5|5|2|2|1,7,2141,4426673,silent,4424532
11,18|11|5|4|4|1|1,7,1737,3662801,silent,3661064
11,18|11|5|4|3|2|1,7,3869,9936596,silent,9932727
11,18|11|5|4|2|2|2,7,1659,3862611,silent,3860952
11,18|11|5|3|3|3|1,7,706,3209027,silent,3208321
11,18|11|5|3|3|2|2,7,1005,3763184,silent,3762179
11,18|11|4|4|4|2|1,7,1042,2484185,silent,2483143
11,18|11|4|4|3|3|1,7,642,2563824,silent,2563182
11,18|11|4|4|3|2|2,7,872,2855949,silent,2855077
11,18|11|4|3|3|3|2,7,156,1510840,silent,1510684
11,18|11|3|3|3|3|3,7,2,155071,silent,155069
11,18|10|10|3|1|1|1,7,326,400881,silent,400555
11,18|10|10|2|2|1|1,7,302,351217,silent,350915
11,18|10|9|4|1|1|1,7,1040,1466906,silent,1465866
11,18|10|9|3|2|1|1,7,1803,2544160,silent,2542357
11,18|10|9|2|2|2|1,7,823,979927,silent,979104
11,18|10|8|5|1|1|1,7,1616,2524592,silent,2522976
11,18|10|8|4|2|1|1,7,4022,6763935,silent,6759913
11,18|10|8|3|3|1|1,7,2212,4290306,silent,4288094
11,18|10|8|3|2|2|1,7,2993,5213232,silent,5210239
11,18|10|8|2|2|2|2,7,726,994210,silent,993484
11,18|10|7|6|1|1|1,7,1259,2133965,silent,2132706
11,18|10|7|5|2|1|1,7,4798,8888192,silent,8883394
11,18|10|7|4|3|1|1,7,5107,11184159,silent,11179052
11,18|10|7|4|2|2|1,7,5319,10979244,silent,10973925
11,18|10|7|3|3|2|1,7,3219,8880499,silent,8877280
11,18|10|7|3|2|2|2,7,1809,4252003,silent,4250194
11,18|10|6|6|2|1|1,7,2081,4281287,silent,4279206
11,18|10|6|5|3|1|1,7,4667,11179266,silent,11174599
11,18|10|6|5|2|2|1,7,4442,10291747,silent,10287305
11,18|10|6|4|4|1|1,7,2801,6962298,silent,6959497
11,18|10|6|4|3|2|1,7,6232,18172816,silent,18166584
11,18|10|6|4|2|2|2,7,2659,6928839,silent,6926180
11,18|10|6|3|3|3|1,7,1112,5393043,silent,5391931
11,18|10|6|3|3|2|2,7,1473,6268214,silent,6266741
11,18|10|5|5|4|1|1,7,1861,4810327,silent,4808466
11,18|10|5|5|3|2|1,7,3195,10229712,silent,10226517
11,18|10|5|5|2|2|2,7,1082,3642794,silent,3641712
11,18|10|5|4|4|2|1,7,2829,8623551,silent,8620722
11,18|10|5|4|3|3|1,7,1848,8285520,silent,8283672
11,18|10|5|4|3|2|2,7,2181,9048375,silent,9046194
11,18|10|5|3|3|3|2,7,423,3769476,silent,3769053
11,18|10|4|4|4|3|1,7,718,2679459,silent,2678741
11,18|10|4|4|4|2|2,7,718,2402467,silent,2401749
11,18|10|4|4|3|3|2,7,405,3102363,silent,3101958
11,18|10|4|3|3|3|3,7,25,749056,silent,749031
11,18|9|9|5|1|1|1,7,680,1070994,silent,1070314
11,18|9|9|4|2|1|1,7,1686,2821427,silent,2819741
11,18|9|9|3|3|1|1,7,849,1774675,silent,1773826
11,18|9|9|3|2|2|1,7,1174,2149542,silent,2148368
11,18|9|9|2|2|2|2,7,222,404182,silent,403960
11,18|9|8|6|1|1|1,7,973,1741453,silent,1740480
11,18|9|8|5|2|1|1,7,3400,6686404,silent,6683004
11,18|9|8|4|3|1|1,7,3521,8140475,silent,8136954
11,18|9|8|4|2|2|1,7,3627,7955514,silent,7951887
11,18|9|8|3|3|2|1,7,2190,6341850,silent,6339660
11,18|9|8|3|2|2|2,7,1209,3020307,silent,3019098
11,18|9|7|7|1|1|1,7,511,889182,silent,888671
11,18|9|7|6|2|1|1,7,2975,6344260,silent,6341285
11,18|9|7|5|3|1|1,7,5030,12997088,silent,12992058
11,18|9|7|5|2|2|1,7,4612,11850305,silent,11845693
11,18|9|7|4|4|1|1,7,2884,7561886,silent,7559002
11,18|9|7|4|3|2|1,7,6068,19345262,silent,19339194
11,18|9|7|4|2|2|2,7,2351,7280702,silent,7278351
11,18|9|7|3|3|3|1,7,1086,5539400,silent,5538314
11,18|9|7|3|3|2|2,7,1444,6406509,silent,6405065
11,18|9|6|6|3|1|1,7,2406,6739380,silent,6736974
11,18|9|6|6|2|2|1,7,2275,6015894,silent,6013619
11,18|9|6|5|4|1|1,7,3392,10115663,silent,10112271
11,18|9|6|5|3|2|1,7,5864,20739076,silent,20733212
11,18|9|6|5|2|2|2,7,2087,7257423,silent,7255336
11,18|9|6|4|4|2|1,7,4075,14104256,silent,14100181
11,18|9|6|4|3|3|1,7,2638,13121534,silent,13118896
11,18|9|6|4|3|2|2,7,3072,14202096,silent,14199024
11,18|9|6|3|3|3|2,7,570,5446728,silent,5446158
11,18|9|5|5|5|1|1,7,644,2181619,silent,2180975
11,18|9|5|5|4|2|1,7,2525,10127267,silent,10124742
11,18|9|5|5|3|3|1,7,1513,7830994,silent,7829481
11,18|9|5|5|3|2|2,7,1537,8259727,silent,8258190
11,18|9|5|4|4|3|1,7,1817,8317113,silent,8315296
11,18|9|5|4|4|2|2,7,1511,7299628,silent,7298117
11,18|9|5|4|3|3|2,7,1097,8817608,silent,8816511
11,18|9|5|3|3|3|3,7,63,1654110,silent,1654047
11,18|9|4|4|4|4|1,7,330,1154240,silent,1153910
11,18|9|4|4|4|3|2,7,515,3036012,silent,3035497
11,18|9|4|4|3|3|3,7,69,1427338,silent,1427269
11,18|8|8|7|1|1|1,7,281,532400,silent,532119
11,18|8|8|6|2|1|1,7,1329,3070862,silent,3069533
11,18|8|8|5|3|1|1,7,2205,5880307,silent,5878102
11,18|8|8|5|2|2|1,7,2032,5349332,silent,5347300
11,18|8|8|4|4|1|1,7,1145,3338473,silent,3337328
11,18|8|8|4|3|2|1,7,2573,8484336,silent,8481763
11,18|8|8|4|2|2|2,7,1095,3188705,silent,3187610
11,18|8|8|3|3|3|1,7,465,2392372,silent,2391907
11,18|8|8|3|3|2|2,7,554,2760240,silent,2759686
11,18|8|7|7|2|1|1,7,877,1982890,silent,1982013
11,18|8|7|6|3|1|1,7,2546,7467420,silent,7464874
11,18|8|7|6|2|2|1,7,2268,6602900,silent,6600632
11,18|8|7|5|4|1|1,7,2840,8974048,silent,8971208
11,18|8|7|5|3|2|1,7,4766,18079577,silent,18074811
11,18|8|7|5|2|2|2,7,1611,6260643,silent,6259032
11,18|8|7|4|4|2|1,7,3064,11526350,silent,11523286
11,18|8|7|4|3|3|1,7,2015,10574883,silent,10572868
11,18|8|7|4|3|2|2,7,2263,11386799,silent,11384536
11,18|8|7|3|3|3|2,7,439,4227167,silent,4226728
11,18|8|6|6|4|1|1,7,1533,5427691,silent,5426158
11,18|8|6|6|3|2|1,7,2609,10274130,silent,10271521
11,18|8|6|6|2|2|2,7,988,3475114,silent,3474126
11,18|8|6|5|5|1|1,7,1093,4049943,silent,4048850
11,18|8|6|5|4|2|1,7,4000,17309354,silent,17305354
11,18|8|6|5|3|3|1,7,2263,12967931,silent,12965668
11,18|8|6|5|3|2|2,7,2391,13580617,silent,13578226
11,18|8|6|4|4|3|1,7,2167,11168589,silent,11166422
11,18|8|6|4|4|2|2,7,1920,9727701,silent,9725781
11,18|8|6|4|3|3|2,7,1259,11376550,silent,11375291
11,18|8|6|3|3|3|3,7,83,1960956,silent,1960873
11,18|8|5|5|5|2|1,7,750,4072651,silent,4071901
11,18|8|5|5|4|3|1,7,1475,8637675,silent,8636200
11,18|8|5|5|4|2|2,7,1061,7322357,silent,7321296
11,18|8|5|5|3|3|2,7,793,7139439,silent,7138646
11,18|8|5|4|4|4|1,7,654,3143108,silent,3142454
11,18|8|5|4|4|3|2,7,1062,7974595,silent,7973533
11,18|8|5|4|3|3|3,7,195,3464904,silent,3464709
11,18|8|4|4|4|4|2,7,281,1262384,silent,1262103
11,18|8|4|4|4|3|3,7,105,1335252,silent,1335147
11,18|7|7|7|3|1|1,7,438,1368029,silent,1367591
11,18|7|7|7|2|2|1,7,348,1187094,silent,1186746
11,18|7|7|6|4|1|1,7,1011,3495925,silent,3494914
11,18|7|7|6|3|2|1,7,1533,6508884,silent,6507351
11,18|7|7|6|2|2|2,7,456,2171280,silent,2170824
11,18|7|7|5|5|1|1,7,524,2159336,silent,2158812
11,18|7|7|5|4|2|1,7,1925,8950244,silent,8948319
11,18|7|7|5|3|3|1,7,1116,6633617,silent,6632501
11,18|7|7|5|3|2|2,7,1143,6912903,silent,6911760
11,18|7|7|4|4|3|1,7,1006,5394181,silent,5393175
11,18|7|7|4|4|2|2,7,740,4666939,silent,4666199
11,18|7|7|4|3|3|2,7,619,5416344,silent,5415725
11,18|7|7|3|3|3|3,7,32,904464,silent,904432
11,18|7|6|6|5|1|1,7,481,2040673,silent,2040192
11,18|7|6|6|4|2|1,7,1458,6871412,silent,6869954
11,18|7|6|6|3|3|1,7,755,4802606,silent,4801851
11,18|7|6|6|3|2|2,7,839,4960883,silent,4960044
11,18|7|6|5|5|2|1,7,971,5505187,silent,5504216
11,18|7|6|5|4|3|1,7,1710,10845185,silent,10843475
11,18|7|6|5|4|2|2,7,1348,9136274,silent,9134926
11,18|7|6|5|3|3|2,7,869,8641890,silent,8641021
11,18|7|6|4|4|4|1,7,599,3164100,silent,3163501
11,18|7|6|4|4|3|2,7,970,7889446,silent,7888476
11,18|7|6|4|3|3|3,7,170,3314200,silent,3314030
11,18|7|5|5|5|3|1,7,384,3059509,silent,3059125
11,18|7|5|5|5|2|2,7,254,2412088,silent,2411834
11,18|7|5|5|4|4|1,7,401,2849597,silent,2849196
11,18|7|5|5|4|3|2,7,668,6674085,silent,6673417
11,18|7|5|5|3|3|3,7,140,2296498,silent,2296358
11,18|7|5|4|4|4|2,7,369,2729526,silent,2729157
11,18|7|5|4|4|3|3,7,230,2825106,silent,2824876
11,18|7|4|4|4|4|3,7,98,608478,silent,608380
11,18|6|6|6|6|1|1,7,34,217795,silent,217761
11,18|6|6|6|5|2|1,7,280,1555853,silent,1555573
11,18|6|6|6|4|3|1,7,359,2454344,silent,2453985
11,18|6|6|6|4|2|2,7,364,2048657,silent,2048293
11,18|6|6|6|3|3|2,7,149,1804289,silent,1804140
11,18|6|6|5|5|3|1,7,280,2297081,silent,2296801
11,18|6|6|5|5|2|2,7,177,1800531,silent,1800354
11,18|6|6|5|4|4|1,7,296,2027843,silent,2027547
11,18|6|6|5|4|3|2,7,468,4675095,silent,4674627
11,18|6|6|5|3|3|3,7,79,1559719,silent,1559640
11,18|6|6|4|4|4|2,7,251,1568305,silent,1568054
11,18|6|6|4|4|3|3,7,97,1593558,silent,1593461
11,18|6|5|5|5|4|1,7,87,936346,silent,936259
11,18|6|5|5|5|3|2,7,128,1733056,silent,1732928
11,18|6|5|5|4|4|2,7,142,1779552,silent,1779410
11,18|6|5|5|4|3|3,7,122,1727532,silent,1727410
11,18|6|5|4|4|4|3,7,102,945457,silent,945355
11,18|6|4|4|4|4|4,7,39,106456,silent,106417
11,18|5|5|5|5|5|1,7,8,74272,silent,74264
11,18|5|5|5|5|4|2,7,21,324411,silent,324390
11,18|5|5|5|5|3|3,7,13,254606,silent,254593
11,18|5|5|5|4|4|3,7,19,338138,silent,338119
11,18|5|5|4|4|4|4,7,6,87616,silent,87610
11,17|17|6|1|1|1|1,7,2,5852,silent,5850
11,17|17|5|2|1|1|1,7,23,18911,silent,18888
11,17|17|4|3|1|1|1,7,20,21004,silent,20984
11,17|17|4|2|2|1|1,7,43,21378,silent,21335
11,17|17|3|3|2|1|1,7,21,16389,silent,16368
11,17|17|3|2|2|2|1,7,26,9541,silent,9515
11,17|17|2|2|2|2|2,7,4,1201,silent,1197
11,17|16|7|1|1|1|1,7,16,19044,silent,19028
11,17|16|6|2|1|1|1,7,81,74809,silent,74728
11,17|16|5|3|1|1|1,7,131,117854,silent,117723
11,17|16|5|2|2|1|1,7,164,110404,silent,110240
11,17|16|4|4|1|1|1,7,60,60546,silent,60486
11,17|16|4|3|2|1|1,7,191,158102,silent,157911
11,17|16|4|2|2|2|1,7,143,72298,silent,72155
11,17|16|3|3|3|1|1,7,38,42993,silent,42955
11,17|16|3|3|2|2|1,7,76,59438,silent,59362
11,17|16|3|2|2|2|2,7,45,17656,silent,17611
11,17|15|8|1|1|1|1,7,28,37701,silent,37673
11,17|15|7|2|1|1|1,7,194,178500,silent,178306
11,17|15|6|3|1|1|1,7,351,357862,silent,357511
11,17|15|6|2|2|1|1,7,425,324985,silent,324560
11,17|15|5|4|1|1|1,7,320,327862,silent,327542
11,17|15|5|3|2|1|1,7,695,664944,silent,664249
11,17|15|5|2|2|2|1,7,403,277204,silent,276801
11,17|15|4|4|2|1|1,7,373,372958,silent,372585
11,17|15|4|3|3|1|1,7,248,334574,silent,334326
11,17|15|4|3|2|2|1,7,461,434169,silent,433708
11,17|15|4|2|2|2|2,7,156,98644,silent,98488
11,17|15|3|3|3|2|1,7,80,149948,silent,149868
11,17|15|3|3|2|2|2,7,81,83671,silent,83590
11,17|14|9|1|1|1|1,7,47,53914,silent,53867
11,17|14|8|2|1|1|1,7,305,300752,silent,300447
11,17|14|7|3|1|1|1,7,694,740999,silent,740305
11,17|14|7|2|2|1|1,7,745,660178,silent,659433
11,17|14|6|4|1|1|1,7,795,939699,silent,938904
11,17|14|6|3|2|1|1,7,1573,1748035,silent,1746462
11,17|14|6|2|2|2|1,7,829,700150,silent,699321
11,17|14|5|5|1|1|1,7,401,451075,silent,450674
11,17|14|5|4|2|1|1,7,1469,1761882,silent,1760413
11,17|14|5|3|3|1|1,7,864,1263980,silent,1263116
11,17|14|5|3|2|2|1,7,1322,1583168,silent,1581846
11,17|14|5|2|2|2|2,7,377,326352,silent,325975
11,17|14|4|4|3|1|1,7,587,887824,silent,887237
11,17|14|4|4|2|2|1,7,760,928817,silent,928057
11,17|14|4|3|3|2|1,7,537,1038210,silent,1037673
11,17|14|4|3|2|2|2,7,407,534791,silent,534384
11,17|14|3|3|3|3|1,7,34,165016,silent,164982
